ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_Remote_1,EMP_Engagement_1,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,Gender,Emp_Work_Status2,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Satisfaction,Emp_Competitive_1,Emp_Collaborative_1
6353,DICKERT,IT,France,Level 2-4,5,1,1,10,10,0.5,7,9,5,10,5,234,9,0,1,medium,F,9,8,8,9,2,7,8,7
6354,DEINES,Warehouse,Australia,Level 2-4,5,0,1,9,10,0.5,9,7,3,8,3,264,8,0,1,medium,F,8,9,9,8,4,8,8,10
6355,DEGREE,Operations,US,Level 2-4,5,0,1,10,9,0.5,9,8,5,10,2,153,9,0,1,low,F,10,9,8,8,3,8,7,7
6356,DECLUE,Sales,Turkey,Level 2-4,5,0,1,9,9,0.5,9,8,5,10,4,228,8,0,1,low,M,7,7,8,10,6,8,9,8
6357,DAW,Finance,UK,Level 2-4,5,0,1,7,9,0.5,5,8,3,8,3,264,7,0,1,medium,M,9,8,7,9,5,8,8,10
6358,DATTILO,Human Resources,Turkey,Level 2-4,5,1,1,9,8,0.5,9,6,5,8,4,267,7,0,1,low,F,9,8,8,9,5,8,7,10
6359,DANKO,IT,Colombia,Level 2-4,5,1,1,7,8,0.5,5,8,4,7,3,213,10,0,1,high,M,8,10,9,9,4,8,6,7
6360,CUSTODIO,Warehouse,Colombia,Level 2-4,5,0,1,9,10,0.5,7,7,5,9,4,181,8,0,1,medium,M,8,7,7,9,4,7,7,9
6361,CUCCIA,Operations,France,Level 2-4,5,1,1,8,9,0.5,9,8,5,9,6,209,10,0,1,low,F,10,10,10,8,5,9,9,7
6362,CRUNK,Sales,US,Level 2-4,5,1,1,10,8,0.5,9,7,4,10,3,165,9,0,0,low,F,9,9,7,8,3,7,6,8
6363,CRISPIN,Finance,Turkey,Level 2-4,5,0,1,10,8,0.5,8,9,3,10,3,164,9,0,1,high,F,10,10,9,8,3,8,7,9
6364,CORP,Human Resources,Japan,Level 2-4,5,0,1,10,9,0.5,8,6,4,8,5,141,7,0,1,medium,M,9,8,9,10,3,8,9,7
6365,CORNWALL,IT,US,Level 2-4,5,0,1,7,9,0.5,6,7,4,8,3,164,9,0,0,medium,M,7,8,9,9,2,7,7,8
6366,COREA,Warehouse,US,Level 2-4,5,1,1,9,8,0.5,8,7,5,10,3,178,7,0,1,medium,M,8,10,9,8,4,8,8,10
6367,COPPIN,Operations,Australia,Level 2-4,5,1,1,8,9,0.5,9,7,5,10,5,200,10,0,1,medium,M,8,10,10,9,4,8,7,9
6368,CONSIDINE,Sales,China,Level 2-4,5,1,1,7,8,0.5,5,9,3,9,4,185,10,0,1,low,F,7,7,9,8,5,7,8,7
6369,CONIGLIO,Finance,China,Level 2-4,5,0,1,9,8,0.5,9,6,5,8,2,180,9,0,1,medium,F,8,9,8,9,6,8,9,10
6370,CONBOY,Human Resources,China,Level 2-4,5,0,1,7,8,0.5,4,7,4,8,4,144,8,0,1,high,M,10,10,10,8,5,9,7,10
6371,COLLAR,IT,UK,Level 2-4,5,0,1,7,9,0.5,6,8,4,7,4,161,10,0,1,low,F,8,9,8,10,3,8,9,9
6372,COCKRUM,Warehouse,Colombia,Level 2-4,5,0,1,7,9,0.5,6,7,5,7,4,152,8,0,1,medium,M,9,8,10,10,5,8,8,8
6373,CLUTE,Operations,Australia,Level 2-4,5,0,1,10,8,0.5,7,6,4,9,2,129,7,0,1,high,M,10,7,9,9,5,8,7,7
6374,CLEWIS,Sales,Colombia,Level 2-4,5,0,1,8,9,0.5,8,9,3,9,5,140,8,0,1,medium,F,7,9,8,9,2,7,8,9
6375,CLAUDE,Finance,France,Level 2-4,5,1,1,9,10,0.5,8,6,3,8,4,270,9,0,1,medium,F,9,9,8,8,6,8,9,9
6376,CHRISTIANO,Human Resources,China,Level 2-4,5,1,1,9,8,0.5,8,9,5,10,3,183,8,0,1,medium,F,10,10,9,7,6,8,9,7
6377,CHANNELL,IT,Korea,Level 2-4,4,0,1,7,8,0.5,5,7,2,8,4,264,9,0,1,low,F,8,10,7,8,6,8,8,9
6378,CHANNEL,Warehouse,Colombia,Level 2-4,4,0,1,8,8,0.5,8,9,2,7,3,167,8,0,1,medium,M,8,7,7,10,6,8,6,10
6379,CERRATO,Operations,Japan,Level 2-4,4,0,1,10,8,0.5,8,7,5,10,5,219,8,0,1,high,M,9,10,9,7,4,8,9,7
6380,CECERE,Sales,Australia,Level 2-4,4,1,1,8,7,0.5,8,6,4,8,4,225,8,0,1,low,M,10,9,10,8,3,8,7,7
6381,CATOE,IT,Japan,Level 2-4,4,1,1,7,7,0.5,4,9,2,7,4,228,8,0,1,low,F,8,7,10,10,5,8,7,7
6382,CASTILLON,Human Resources,Turkey,Level 2-4,4,0,1,9,8,0.5,9,6,3,8,3,119,8,0,1,medium,M,10,7,7,10,10,9,1,7
6383,CASTILE,IT,Australia,Level 2-4,4,1,1,10,8,0.5,9,6,4,9,3,244,9,0,1,low,F,9,9,7,10,6,8,6,9
6384,CARSTARPHEN,Warehouse,Turkey,Level 2-4,4,1,1,7,7,0.5,6,9,3,7,4,163,7,0,1,low,M,8,10,10,9,10,9,2,10
6385,CARMOUCHE,Operations,Korea,Level 2-4,4,1,1,7,8,0.5,6,8,2,7,4,260,8,0,1,medium,M,10,9,9,8,6,8,8,7
6386,CAPERTON,Sales,US,Level 2-4,4,0,1,8,7,0.5,7,9,3,8,4,135,9,0,1,medium,F,8,9,7,10,5,8,7,10
6387,BUTEAU,Finance,UK,Level 2-4,4,1,1,8,8,0.5,8,8,3,7,5,167,10,0,1,medium,F,7,10,7,7,5,7,7,8
6388,BURY,Human Resources,Turkey,Level 2-4,4,0,1,8,8,0.5,8,7,2,7,4,233,7,0,1,medium,F,7,7,8,7,9,8,1,7
6389,BUMPERS,IT,Korea,Level 2-4,4,1,1,7,7,0.5,6,9,2,7,4,147,8,0,1,medium,F,8,8,8,8,2,7,9,9
6390,BREY,Warehouse,Colombia,Level 2-4,4,1,1,8,7,0.5,9,9,2,8,2,159,10,0,1,low,F,10,8,8,7,5,8,8,9
6391,BRENTON,Operations,Colombia,Level 2-4,4,1,1,8,8,0.5,9,6,2,7,4,139,8,0,1,medium,M,9,10,9,7,2,7,9,8
6392,BRAZEAL,Sales,UK,Level 2-4,4,1,1,7,8,0.5,6,9,4,8,3,200,8,0,0,low,F,10,7,8,8,2,7,8,9
6393,BRASSARD,IT,Turkey,Level 2-4,4,1,1,9,8,0.5,8,9,4,7,4,221,8,0,1,low,F,8,9,7,9,4,7,8,9
6394,BRASS,Human Resources,Korea,Level 2-4,4,0,1,7,8,0.5,5,9,4,7,4,158,7,0,1,medium,M,9,9,8,7,2,7,7,8
6395,BRAGA,IT,Australia,Level 2-4,4,0,1,10,7,0.5,7,7,5,8,4,227,9,0,1,low,M,9,10,9,7,9,9,2,8
6396,BRADHAM,Warehouse,France,Level 2-4,4,0,1,10,7,0.5,9,8,3,7,3,179,9,0,1,medium,F,9,10,10,8,9,9,1,7
6397,BOURGET,Operations,Japan,Level 2-4,4,0,1,7,7,0.5,6,6,2,7,3,232,7,0,1,low,F,8,10,10,7,3,8,9,9
6398,BORRELLI,Sales,Australia,Level 2-4,4,1,1,10,7,0.5,9,9,4,7,3,139,9,0,1,low,M,8,7,10,8,8,8,2,10
6399,BORBA,Finance,Colombia,Level 2-4,4,1,1,8,8,0.5,8,6,4,7,6,195,9,0,1,medium,M,10,9,8,10,2,8,9,9
6400,BOOTHBY,Human Resources,France,Level 2-4,4,1,1,9,8,0.5,8,7,5,10,6,276,10,0,1,medium,M,10,8,8,10,5,8,9,10
6401,BOHR,IT,Japan,Level 2-4,4,1,1,10,8,0.5,7,9,5,8,2,171,9,0,0,medium,F,9,10,7,8,3,7,9,8
6402,BOHM,Warehouse,Colombia,Level 2-4,4,1,1,8,7,0.5,7,9,2,7,5,259,9,0,1,medium,F,7,7,9,8,3,7,6,7
6403,BOEHME,Operations,UK,Level 2-4,4,1,1,7,8,0.5,6,9,2,8,3,123,7,0,1,medium,F,7,9,8,10,3,7,8,9
6404,BODIN,Sales,UK,Level 2-4,4,1,1,7,7,0.5,5,9,2,8,3,199,10,0,1,low,F,8,8,10,10,5,8,7,9
6405,BLOSS,IT,Korea,Level 2-4,4,0,1,10,8,0.5,8,9,3,7,4,226,9,0,1,low,F,7,8,7,10,6,8,6,9
6406,BLOCHER,Human Resources,Korea,Level 2-4,4,0,1,7,7,0.5,5,7,3,8,4,149,10,0,1,medium,F,9,8,9,9,2,7,6,9
6407,BIZZELL,IT,Korea,Level 2-4,4,1,1,7,8,0.5,4,8,3,8,3,115,8,0,0,medium,M,7,7,9,7,6,7,6,10
6408,BIEKER,Warehouse,Colombia,Level 2-4,4,1,1,10,7,0.5,7,6,4,8,3,243,8,0,1,medium,M,10,8,7,10,3,8,9,8
6409,BERTHELOT,Operations,Japan,Level 2-4,4,1,1,9,8,0.5,8,6,5,10,2,136,8,0,1,medium,M,8,10,10,8,5,8,6,10
6410,BERNARDINI,Sales,France,Level 1,4,0,1,9,8,0.5,9,6,3,8,3,180,6,0,1,medium,F,9,9,10,7,3,8,6,8
6411,BERENDS,Finance,Australia,Level 1,4,0,1,10,8,0.5,7,9,4,10,4,274,7,0,1,medium,M,10,8,10,7,6,8,6,9
6412,BENARD,IT,China,Level 1,4,0,1,7,7,0.5,5,7,2,7,6,233,6,0,1,medium,M,9,9,8,7,2,7,6,10
6413,BELSER,IT,Turkey,Level 1,4,0,1,7,8,0.5,6,6,4,7,3,254,5,0,1,medium,F,10,7,7,8,6,8,8,10
6414,BAZE,Warehouse,Japan,Level 1,4,1,1,7,8,0.5,5,7,3,8,4,153,5,0,1,high,F,8,9,9,10,4,8,9,8
6415,BARTLING,Operations,Japan,Level 1,4,0,1,8,8,0.5,9,9,4,8,6,175,6,0,0,medium,F,9,8,8,9,2,7,9,7
6416,BARRIENTES,Sales,Korea,Level 1,4,1,1,7,8,0.5,6,8,3,7,5,207,5,0,1,medium,F,8,7,9,7,2,7,6,10
6417,BARRAS,Finance,UK,Level 1,4,1,1,8,7,0.5,8,6,4,8,3,153,3,0,0,low,F,7,9,7,10,2,7,8,8
6418,BARCIA,IT,US,Level 1,4,1,1,9,7,0.5,9,9,4,8,3,228,7,0,1,medium,M,7,9,8,10,8,8,2,9
6419,BANFIELD,IT,China,Level 1,4,1,1,10,7,0.5,8,9,3,9,5,96,4,0,1,low,F,9,9,10,9,4,8,9,7
6420,AURAND,Warehouse,UK,Level 1,4,0,1,7,7,0.5,6,9,3,7,4,241,4,0,1,high,M,9,10,8,9,6,8,6,7
6421,ARTMAN,Operations,France,Level 1,4,1,1,9,8,0.5,8,9,3,9,5,249,7,0,1,high,F,9,9,9,9,5,8,8,9
6422,ARNOTT,Sales,US,Level 1,4,0,1,10,7,0.5,7,8,3,7,3,188,6,0,1,high,M,7,10,8,8,6,8,6,7
6423,AREND,Finance,Korea,Level 1,4,1,1,9,8,0.5,7,8,3,8,3,154,8,0,1,high,F,10,7,9,10,3,8,6,7
6424,ARDIS,IT,Colombia,Level 1,4,0,1,8,8,0.5,8,9,3,8,4,226,6,0,1,high,M,7,10,10,7,6,8,8,7
6425,AMON,IT,China,Level 1,4,1,1,10,7,0.5,8,9,3,9,5,250,5,0,1,low,F,10,10,10,9,6,9,6,9
6426,ALMAGUER,Warehouse,UK,Level 1,4,1,1,8,8,0.5,8,8,2,7,3,150,6,0,1,medium,F,10,10,7,7,4,8,7,8
6427,ALLEE,Operations,Australia,Level 1,4,0,1,10,8,0.5,9,9,3,7,3,267,6,0,0,low,F,7,10,8,10,2,7,9,10
6428,ALBARADO,Sales,Korea,Level 1,4,1,1,8,8,0.5,8,8,2,7,4,223,7,0,1,high,M,9,7,9,9,6,8,7,7
6429,ALAMEDA,Finance,UK,Level 1,4,1,1,10,8,0.5,8,6,4,8,4,192,7,0,1,medium,F,10,9,9,7,4,8,7,8
6430,ABDO,Support,UK,Level 1,4,1,1,10,8,0.5,8,6,3,8,3,143,5,0,0,low,F,10,9,8,7,3,7,9,10
6431,ZUEHLKE,IT,UK,Level 1,4,1,1,7,7,0.5,6,9,4,8,3,113,8,0,1,low,F,7,9,7,8,5,7,6,8
6432,ZOELLER,Warehouse,UK,Level 1,4,0,1,7,8,0.5,6,9,3,7,4,135,6,0,1,medium,M,8,8,10,7,5,8,8,7
6433,YOKOYAMA,Operations,UK,Level 1,4,1,1,8,7,0.5,8,6,3,8,4,189,8,0,0,high,F,8,9,10,7,2,7,8,9
6434,YOCOM,Sales,UK,Level 1,4,0,1,7,8,0.5,5,6,2,8,3,245,6,0,1,medium,M,9,8,8,9,4,8,8,7
6435,WYLLIE,Finance,Japan,Level 1,4,0,1,7,8,0.5,5,6,3,8,3,181,6,0,1,high,M,10,10,8,9,2,8,7,9
6436,WOOLUM,IT,Colombia,Level 1,4,0,1,7,8,0.5,6,9,4,7,3,207,7,0,1,medium,F,7,9,9,9,5,8,6,7
6437,WINT,IT,Australia,Level 1,4,0,1,9,8,0.5,8,6,3,10,3,169,4,0,0,medium,F,8,7,8,10,2,7,8,7
6438,WINLAND,Warehouse,UK,Level 1,4,1,1,8,8,0.5,7,6,4,8,4,206,7,0,0,low,F,10,7,7,7,4,7,7,10
6439,WINK,Operations,Japan,Level 1,4,1,1,9,8,0.5,7,9,4,9,2,117,3,0,0,high,M,8,8,7,9,5,7,9,7
6440,WILNER,Sales,Korea,VP,2,0,0,4,3,0.5,6,2,2,5,2,115,20,0,0,high,M,4,4,4,4,3,4,1,4
6441,WILMES,Finance,US,Senior Director,1,1,0,5,2,0.5,5,2,1,4,3,149,19,1,0,low,F,3,2,2,2,2,2,1,5
6442,WHITLATCH,Human Resources,Turkey,Senior Director,1,0,0,4,2,0.5,5,3,1,3,4,133,18,0,0,medium,M,5,1,1,2,2,2,2,4
6443,WESTERVELT,IT,Japan,Senior Director,1,0,0,1,2,0.5,3,5,2,4,4,271,19,0,0,medium,M,3,1,2,1,1,2,2,2
6444,WALTHALL,Warehouse,China,Director,3,0,0,10,6,0.5,9,6,3,6,2,116,17,1,0,low,F,7,3,2,2,5,4,5,6
6445,WALKOWIAK,Operations,Colombia,Director,3,0,0,8,5,0.5,9,8,2,7,3,139,19,0,0,medium,M,5,2,2,1,2,2,1,3
6446,WALBURN,Sales,China,Director,3,1,0,9,6,0.5,8,7,3,7,4,216,20,1,0,medium,M,9,7,9,9,1,7,10,7
6447,VIVIANO,Finance,US,Director,3,1,0,7,5,0.5,4,6,2,7,3,165,17,0,0,high,F,5,1,1,2,1,2,1,2
6448,VANDERHOFF,Human Resources,Turkey,Director,3,1,1,8,6,0.5,9,9,3,6,6,286,16,0,0,low,F,5,1,2,1,1,2,2,4
6449,VALEZ,IT,UK,Director,3,1,0,7,6,0.5,5,9,3,7,5,136,19,0,0,medium,F,10,8,7,8,1,7,7,6
6450,UGALDE,Warehouse,Colombia,Senior Manager,3,0,1,9,6,0.5,8,7,3,6,4,225,15,1,1,low,M,7,3,6,6,7,6,8,4
6451,TRUMBULL,Operations,Colombia,Senior Manager,3,1,1,7,5,0.5,6,6,3,7,4,163,13,0,0,low,F,2,1,2,1,1,1,1,2
6452,TODARO,Sales,Australia,Senior Manager,3,0,1,7,6,0.5,5,8,2,6,4,272,14,0,1,low,M,7,8,7,8,1,6,9,9
6453,TILFORD,Finance,Turkey,Senior Manager,3,0,0,8,5,0.5,8,6,2,6,4,135,12,0,0,high,M,3,2,2,1,1,2,1,3
6454,TIDD,Human Resources,US,Senior Manager,3,1,0,10,5,0.5,7,9,2,6,4,184,12,1,0,low,F,5,2,1,1,1,2,2,4
6455,TIBBITS,IT,Australia,Senior Manager,3,0,0,8,6,0.5,8,8,3,7,4,219,12,0,0,medium,F,5,2,2,2,1,2,2,5
6456,TERRANOVA,Warehouse,China,Senior Manager,3,0,1,10,6,0.5,8,6,2,7,3,249,15,1,0,medium,M,9,7,9,9,1,7,8,9
6457,TEMPLEMAN,Operations,Japan,Senior Manager,3,0,1,9,6,0.5,7,7,3,7,2,142,15,1,1,low,F,8,7,8,9,1,7,8,8
6458,TANNENBAUM,Sales,Colombia,Senior Manager,3,1,0,9,5,0.5,8,9,2,7,5,137,17,0,0,medium,M,2,2,1,1,1,1,1,4
6459,TALMAGE,Finance,France,Senior Manager,3,0,1,8,6,0.5,8,9,3,6,2,168,12,0,0,low,M,5,2,1,2,1,2,1,5
6460,TABAREZ,Human Resources,Turkey,Senior Manager,3,0,0,8,5,0.5,9,6,3,6,5,165,12,0,0,medium,F,5,2,1,1,2,2,2,2
6461,SWEARENGIN,IT,China,Senior Manager,3,1,1,9,6,0.5,7,8,2,6,3,199,14,1,1,low,M,5,4,7,3,4,5,7,7
6462,SWARTWOOD,Warehouse,UK,Manager,1,1,0,5,1,0.5,6,5,2,3,3,246,14,1,0,low,M,3,1,1,2,1,2,1,3
6463,SVENDSEN,Operations,France,Manager,1,1,0,2,2,0.5,2,5,1,5,5,224,12,0,0,medium,M,2,1,1,2,1,1,2,1
6464,STRUM,Sales,UK,Manager,1,1,0,3,2,0.5,2,3,1,5,5,216,10,0,0,low,M,5,1,2,1,2,2,1,3
6465,STRACK,Finance,Australia,Manager,1,0,0,3,2,0.5,3,2,1,5,5,167,10,0,0,low,M,3,1,1,2,1,2,2,5
6466,STORIE,IT,UK,Manager,1,0,0,3,1,0.5,3,2,1,5,4,182,13,0,0,medium,M,2,2,1,2,1,2,1,1
6467,STOCKARD,IT,Japan,Manager,1,0,0,4,2,0.5,5,5,2,3,6,126,12,0,0,medium,F,1,2,1,1,1,1,1,1
6468,STEINBECK,Warehouse,China,Manager,1,0,0,5,2,0.5,4,2,1,4,5,170,15,0,0,medium,F,1,2,2,1,1,1,2,4
6469,STARNS,Operations,Australia,Manager,1,1,0,4,1,0.5,5,3,2,4,4,148,14,0,0,medium,M,2,1,1,2,1,1,2,3
6470,STANKO,Sales,China,Manager,1,0,0,2,2,0.5,3,3,2,3,4,141,11,0,0,medium,M,2,1,2,1,1,1,2,3
6471,STANKIEWICZ,Finance,UK,Manager,1,1,0,1,2,0.5,1,5,2,4,5,169,14,0,0,medium,F,5,1,1,2,2,2,2,5
6472,STACKS,IT,UK,Manager,1,0,0,3,2,0.5,3,5,2,3,5,143,10,0,0,medium,M,2,2,1,1,2,2,1,3
6473,STACH,IT,Colombia,Manager,1,0,0,4,1,0.5,4,2,2,3,4,156,12,1,0,low,F,5,2,1,2,2,2,1,4
6474,SPROLES,Warehouse,Korea,Manager,1,0,0,2,2,0.5,3,4,2,3,5,241,14,0,0,medium,F,1,1,1,1,1,1,2,5
6475,SPENSER,Operations,Turkey,Manager,1,0,0,1,2,0.5,1,3,2,5,3,212,11,0,0,medium,F,4,2,1,2,1,2,2,5
6476,SMOTHERMAN,Sales,Turkey,Manager,1,0,0,3,2,0.5,2,5,1,3,5,265,11,0,0,medium,M,3,2,1,1,1,2,2,5
6477,SLUSSER,Finance,Japan,Manager,1,0,0,1,2,0.5,3,3,1,3,3,243,14,1,0,low,F,4,1,1,2,2,2,1,5
6478,SINHA,IT,Colombia,Manager,4,1,1,10,8,0.5,7,6,3,7,5,209,11,0,0,medium,M,7,8,8,7,2,6,8,7
6479,SILBER,IT,UK,Manager,4,0,1,7,8,0.5,5,6,4,7,4,229,13,0,1,medium,M,7,9,7,9,3,7,8,10
6480,SIEFERT,Warehouse,Australia,Manager,4,0,1,10,8,0.5,7,7,4,10,3,257,10,0,1,low,F,8,7,7,9,5,7,9,9
6481,SIDDIQUI,Operations,China,Manager,4,0,1,10,8,0.5,8,9,5,8,5,209,12,0,1,high,M,10,8,10,8,2,8,9,9
6482,SHUFF,Sales,Australia,Manager,5,0,1,8,10,0.5,7,9,4,8,3,142,11,0,1,medium,M,10,10,8,7,6,8,8,7
6483,SHERBURNE,Finance,Turkey,Manager,5,0,1,9,10,0.5,9,8,3,9,3,208,12,0,1,medium,M,8,10,10,9,2,8,9,8
6484,SELDON,Human Resources,UK,Level 2-4,4,0,1,7,8,0.5,6,8,3,7,6,167,10,0,1,low,F,9,10,9,10,5,9,8,9
6485,SEDDON,IT,France,Level 2-4,4,0,1,9,7,0.5,9,7,5,8,3,266,9,0,1,medium,M,7,9,8,10,2,7,9,10
6486,SCHWEIGERT,Warehouse,US,Level 2-4,4,0,1,10,8,0.5,9,7,4,7,5,210,8,0,0,medium,M,10,7,7,10,2,7,6,10
6487,SCHROETER,Operations,Japan,Level 2-4,4,1,1,7,8,0.5,5,9,3,8,2,147,9,0,1,medium,F,10,7,7,10,3,7,6,9
6488,SCHMUCKER,Sales,Turkey,Level 2-4,4,1,1,7,8,0.5,5,6,4,8,5,132,10,0,1,medium,M,7,9,9,9,2,7,7,8
6489,SAFFOLD,Finance,Australia,Level 2-4,4,1,1,9,7,0.5,8,8,4,10,3,269,9,0,1,medium,F,8,10,9,10,2,8,8,8
6490,RUTZ,Human Resources,Korea,Level 2-4,4,0,1,10,7,0.5,8,7,3,8,5,148,8,0,1,medium,F,8,10,9,10,8,9,1,10
6491,RUNDLE,IT,Korea,Level 2-4,4,0,1,9,7,0.5,7,7,3,10,4,268,9,0,1,high,M,10,10,9,8,6,9,8,8
6492,ROSINSKI,Warehouse,Australia,Level 2-4,4,0,1,10,7,0.5,9,7,5,10,3,156,9,0,1,low,F,10,9,9,10,6,9,8,10
6493,ROSENOW,Operations,Turkey,Level 2-4,4,1,1,10,7,0.5,8,7,4,7,5,222,10,0,1,high,M,7,7,8,9,5,7,6,8
6494,ROGALSKI,Sales,Australia,Level 2-4,4,1,1,9,7,0.5,9,8,4,10,4,151,10,0,1,high,F,8,8,10,10,4,8,6,9
6495,RIDOUT,IT,US,Level 2-4,4,1,1,9,7,0.5,8,8,3,10,3,236,9,0,1,low,F,10,7,7,7,5,7,8,8
6496,RHYMER,Human Resources,Korea,Level 2-4,4,1,1,9,7,0.5,9,7,5,8,3,229,8,0,1,medium,F,9,9,8,9,5,8,8,9
6497,REPLOGLE,IT,US,Level 2-4,4,0,1,7,8,0.5,6,9,3,7,4,261,9,0,1,medium,M,7,8,8,9,6,8,8,7
6498,REGINA,Warehouse,UK,Level 2-4,4,0,1,7,7,0.5,5,6,2,8,2,229,7,0,0,high,M,8,8,7,8,6,7,6,9
6499,REDA,Operations,US,Level 2-4,4,0,1,9,7,0.5,9,6,5,8,4,205,9,0,0,low,F,7,9,9,9,2,7,6,7
6500,RAYGOZA,Sales,Turkey,Level 2-4,4,0,1,10,7,0.5,8,6,3,8,3,240,10,0,1,low,M,7,9,10,7,9,8,1,10
6501,RATNER,IT,UK,Level 2-4,4,1,1,9,7,0.5,8,7,4,9,4,209,8,0,1,low,F,8,8,9,7,3,7,7,9
6502,RASCOE,Human Resources,Turkey,Level 2-4,4,1,1,8,8,0.5,7,8,2,7,2,252,8,0,1,medium,M,8,9,7,10,2,7,6,7
6503,RAHM,IT,Japan,Level 2-4,4,0,1,9,7,0.5,7,9,3,9,3,140,9,0,0,medium,M,9,10,7,7,3,7,9,10
6504,QUINCY,Warehouse,Japan,Level 2-4,4,0,1,10,8,0.5,7,9,3,7,5,156,8,0,1,low,F,8,7,7,10,6,8,9,10
6505,QUAST,Operations,China,Level 2-4,4,1,1,10,7,0.5,8,9,3,9,2,190,8,0,0,medium,M,7,7,8,9,6,7,6,8
6506,PRY,Sales,Turkey,Level 2-4,4,0,1,7,7,0.5,4,7,4,7,3,138,8,0,1,medium,M,10,9,8,8,5,8,7,10
6507,PRESSNELL,IT,Australia,Level 2-4,4,0,1,9,8,0.5,8,8,4,8,5,243,9,0,1,low,F,8,8,8,9,6,8,6,7
6508,PREDMORE,Human Resources,Japan,Level 2-4,4,0,1,10,7,0.5,7,7,5,9,3,183,9,0,0,high,M,8,9,9,9,2,7,9,9
6509,POU,IT,Turkey,Level 2-4,4,0,1,10,7,0.5,9,9,3,7,3,190,9,0,1,medium,M,8,7,10,8,7,8,1,8
6510,PORTO,Warehouse,Australia,Level 2-4,4,1,1,9,8,0.5,9,8,3,10,5,235,8,0,0,medium,M,7,9,8,7,2,7,7,9
6511,PLEASANTS,Operations,Japan,Level 2-4,4,0,1,9,7,0.5,9,8,3,10,3,143,9,0,1,medium,M,7,10,10,8,5,8,6,10
6512,PIGFORD,Sales,Australia,Level 2-4,4,1,1,8,7,0.5,7,8,3,8,3,176,8,0,1,medium,F,7,10,10,8,6,8,6,10
6513,PAVONE,IT,UK,Level 2-4,4,1,1,8,8,0.5,9,6,2,7,3,178,8,0,1,low,F,10,8,10,7,4,8,6,7
6514,PATNAUDE,Human Resources,Turkey,Level 2-4,4,1,1,8,8,0.5,7,6,2,7,3,270,9,0,1,medium,F,7,9,8,9,5,8,8,10
6515,PARRAMORE,IT,China,Level 2-4,4,1,1,8,8,0.5,9,7,2,8,4,141,9,0,1,high,M,8,7,10,10,6,8,7,7
6516,PAPADOPOULOS,Warehouse,France,Level 2-4,4,1,1,8,7,0.5,8,9,2,7,4,220,8,0,1,medium,M,8,10,9,7,7,8,1,9
6517,PALMATIER,Operations,Colombia,Level 2-4,4,1,1,9,7,0.5,9,6,3,7,5,264,8,0,1,medium,F,9,7,10,9,9,9,5,8
6518,OUZTS,Sales,Japan,Level 2-4,4,1,1,8,8,0.5,9,8,2,8,3,150,8,0,1,low,F,7,10,7,8,7,8,1,8
6519,OSHIELDS,Finance,Japan,Level 2-4,4,0,1,8,7,0.5,8,7,3,7,3,175,9,0,1,medium,M,9,8,8,9,6,8,9,10
6520,ORTIS,Human Resources,Turkey,Level 2-4,4,0,1,7,8,0.5,6,6,2,7,2,223,9,0,0,medium,F,8,7,8,8,3,7,8,7
6521,OLMEDA,IT,Korea,Level 2-4,4,0,1,7,8,0.5,4,8,4,7,4,162,8,0,1,high,M,7,7,9,10,6,8,9,8
6522,OLDEN,Warehouse,UK,Level 2-4,4,1,1,8,8,0.5,9,9,3,8,6,221,10,0,1,medium,M,9,9,9,9,2,8,7,9
6523,OKAMOTO,Operations,Australia,Level 2-4,4,1,1,7,8,0.5,4,9,4,7,5,216,10,0,1,medium,M,9,7,9,8,3,7,9,9
6524,NORBY,Sales,France,Level 2-4,4,1,1,7,7,0.5,5,7,2,7,5,133,8,0,0,medium,M,7,9,7,10,2,7,8,8
6525,NITZ,Finance,Colombia,Level 2-4,4,0,1,10,8,0.5,7,8,3,10,4,191,7,0,1,high,M,8,7,10,7,2,7,9,9
6526,NIEBUHR,Human Resources,France,Level 2-4,4,0,1,7,8,0.5,5,7,2,8,4,156,8,0,0,high,M,8,10,7,7,4,7,7,9
6527,NEVIUS,IT,US,Level 2-4,4,1,1,9,7,0.5,7,9,5,8,4,252,9,0,1,medium,F,9,7,8,7,7,8,1,8
6528,NEIMAN,Warehouse,UK,Level 2-4,4,0,1,7,8,0.5,5,9,2,7,3,198,9,0,0,medium,M,9,8,7,7,4,7,7,8
6529,NEIDIG,Operations,Australia,Level 2-4,4,1,1,8,7,0.5,9,8,2,8,2,139,8,0,1,medium,M,9,8,10,10,6,9,6,10
6530,NEECE,Sales,China,Level 2-4,4,0,1,10,7,0.5,9,8,4,10,2,255,7,1,0,low,M,7,9,7,9,1,7,8,9
6531,MURAWSKI,IT,France,Level 2-4,4,0,1,8,8,0.5,9,9,2,8,4,141,10,1,0,low,F,8,9,6,6,3,6,2,4
6532,MROZ,Human Resources,Japan,Level 2-4,4,0,1,9,8,0.5,7,6,5,8,4,151,8,0,1,high,F,7,9,8,10,3,7,9,10
6533,MOYLAN,IT,UK,Level 2-4,4,0,1,7,8,0.5,4,6,3,7,3,236,10,0,1,low,F,10,7,10,10,6,9,8,9
